Name,Address,Phone,Website,Email,All Emails,Google Maps,Rating,Reviews,City
"LaFayette Ford, Inc.","5202 Raeford Rd, Fayetteville, NC 28304, USA","(910) 469-0865","https://www.lafayetteford.com/?utm_scource=google&utm_medium=organic&utm_campaign=gbp+sales","","","https://maps.google.com/?cid=109040902288954217",4.5,2617,"Fayetteville, NC"
"Modern Nissan of Winston Salem","5795 University Pkwy, Winston-Salem, NC 27105, USA","(336) 767-8260","https://www.modernnissanofwinstonsalem.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile","nissanwscontactus@modernauto.com","nissanwscontactus@modernauto.com","https://maps.google.com/?cid=7107107173098065754",4.5,2603,"Winston-Salem, NC"
"Monroe Nissan","5510 W Hwy 74, Monroe, NC 28110, USA","(704) 288-3654","https://www.monroenissan.com/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business","","","https://maps.google.com/?cid=2087844377322929458",4.5,2596,"Indian Trail, NC"
"Hendrick Dodge RAM FIAT","81 Mackenan Dr, Cary, NC 27511, USA","(919) 439-5394","https://www.hendrickdodge.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","christopher.haider@hendrickauto.com","christopher.haider@hendrickauto.com","https://maps.google.com/?cid=11557138428989433077",4.5,2507,"Cary, NC"
"Randy Marion Ford Lincoln, LLC","1030 Gateway Crossing Dr, Statesville, NC 28677, USA","(704) 235-6218","https://www.randymarionford.com/","","","https://maps.google.com/?cid=7686438709656844501",4.5,2453,"Statesville, NC"
"Cox Toyota","3860 Danbrook Rd, Burlington, NC 27215, USA","(336) 226-6361","https://www.coxtoyota.com/?utm_source=google&utm_medium=organic&utm_campaign=Sales","","","https://maps.google.com/?cid=16379425153853439890",4.5,2346,"Burlington, NC"
"Crossroads Ford of Wake Forest","10101 Capital Blvd, Wake Forest, NC 27587, USA","(919) 556-3191","https://www.crossroadsfordwakeforest.com/?utm_source=google&utm_medium=gbp","","","https://maps.google.com/?cid=816116429376410046",4.5,2231,"Wake Forest, NC"
"Sport Durst Chrysler Dodge Jeep Ram","4511 Durham-Chapel Hill Blvd, Durham, NC 27707, USA","(919) 808-4529","https://www.sportdurstchryslerjeepdodge.com/?utm_source=GoogleBusinessProfile&utm_medium=organic","leads@sportdurstcdjr.com","leads@sportdurstcdjr.com","https://maps.google.com/?cid=17059843984560559282",4.5,2222,"Durham, NC"
"Michael Jordan Nissan","3930 Durham-Chapel Hill Blvd, Durham, NC 27707, USA","(919) 489-3800","https://www.michaeljordannissan.com/?utm_campaign=google_my_business&utm_medium=organic&utm_source=google","","","https://maps.google.com/?cid=1685825069764015243",4.5,2106,"Chapel Hill, NC"
"Crossroads Ford of Indian Trail","88 Dale Jarrett Blvd, Indian Trail, NC 28079, USA","(704) 283-8521","https://www.crossroadsfordindiantrail.com/?utm_source=google&utm_medium=gbp","","","https://maps.google.com/?cid=2374552020416573548",4.5,2074,"Indian Trail, NC"
"Randy Marion Chrysler Dodge Jeep Ram of Salisbury","525 Jake Alexander Blvd S, Salisbury, NC 28147, USA","(704) 216-4851","https://www.randymarioncdjrsalisbury.com/?utm_source=GMBListing&utm_medium=organic&utm_campaign=googlebusinessprofile","","","https://maps.google.com/?cid=15739183266927724192",4.5,2057,"Salisbury, NC"
"Leith Volkswagen of Raleigh","4005 Capital Hills Dr, Raleigh, NC 27616, USA","(919) 828-0828","https://www.leithvwraleigh.com/?utm_source=gmb&utm_medium=organic&utm_campaign=google_my_business","volkswagen.raleigh.sales@leithcars.com","volkswagen.raleigh.sales@leithcars.com","https://maps.google.com/?cid=17048298313245826804",4.5,1914,"Wake Forest, NC"
"Vann York Honda","422 Eastchester Dr, High Point, NC 27262, USA","(336) 841-6200","https://www.vannyorkhonda.com/?y_source=1_OTA3Mzc4MDYtNzE1LWxvY2F0aW9uLndlYnNpdGU=","","","https://maps.google.com/?cid=18371151369083082707",4.5,1900,"High Point, NC"
"Inline Auto Sale","2900 N Main St, Fuquay-Varina, NC 27526, USA","(919) 557-0021","https://www.inlineautosale.com/","","","https://maps.google.com/?cid=1667553757813334113",4.5,1822,"Cary, NC"
"Westgate Kia of Wake Forest","10956 Star Rd, Wake Forest, NC 27587, USA","(919) 899-8972","https://www.westgatekia.com/","clients@highervisibility.com","clients@highervisibility.com; leads@wakeforestkia.westgatecars.com","https://maps.google.com/?cid=10994141843295187794",4.5,1807,"Wake Forest, NC"
"Modern Nissan of Lake Norman","18615 Statesville Rd, Cornelius, NC 28031, USA","(704) 237-5100","https://www.modernnissanoflakenorman.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile","nissanlncontactus@modernauto.com","nissanlncontactus@modernauto.com","https://maps.google.com/?cid=11018077723367677518",4.5,1700,"Huntersville, NC"
"Keith Hawthorne Hyundai of Gastonia","4712 Wilkinson Blvd, Gastonia, NC 28056, USA","(704) 478-2000","https://www.hyundaiofgastonia.com/?utm_source=gmb&utm_medium=organic","accessibility@hmausa.com","accessibility@hmausa.com; keithhawthornehygastonia@eleadtrack.net","https://maps.google.com/?cid=14282007935068072813",4.5,1697,"Gastonia, NC"
"Crossroads Ford of Fuquay-Varina","3217 N Main St, Fuquay-Varina, NC 27526, USA","(919) 552-2228","https://www.crossroadsfordfuquayvarina.com/?utm_source=google&utm_medium=gbp","","","https://maps.google.com/?cid=12902110069226967695",4.5,1675,"Holly Springs, NC"
"Capital Nissan of Wilmington","5501 Market St, Wilmington, NC 28405, USA","(877) 389-4147","https://www.capitalnissan.com/?utm_source=gmb&utm_medium=organic&utm_campaign=website-button","","","https://maps.google.com/?cid=10963645989050302037",4.5,1572,"Wilmington, NC"
"Don Williamson Nissan","310 Western Blvd, Jacksonville, NC 28546, USA","(910) 353-7700","https://www.dwnissan.com/","leads@donwilliamsonnissan.com","leads@donwilliamsonnissan.com","https://maps.google.com/?cid=12710186253027697715",4.5,1403,"Jacksonville, NC"
"Rocky Mount Chrysler Dodge Jeep Ram Fiat","1340 S Wesleyan Blvd, Rocky Mount, NC 27803, USA","(252) 248-0018","http://www.rockymountchryslerdodgejeepram.com/","","","https://maps.google.com/?cid=6969930880987254794",4.5,1399,"Rocky Mount, NC"
"Sport Durst Mazda","4515 Durham-Chapel Hill Blvd, Durham, NC 27707, USA","(919) 873-4428","https://www.sportdurstmazda.com/?utm_source=GoogleBusinessProfile&utm_medium=organic","leads@sportdurstmazdadurham.com","leads@sportdurstmazdadurham.com","https://maps.google.com/?cid=3825398814935602876",4.5,1343,"Chapel Hill, NC"
"Benchmark Auto Sales, Inc. - Buy-Here, Pay-Here Alternative","1500 Brevard Rd, Asheville, NC 28806, USA","(828) 418-1800","http://www.benchmarkautosales.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=asheville","sales@benchmarkautosales.com","sales@benchmarkautosales.com","https://maps.google.com/?cid=8010494522308927349",4.5,1334,"Asheville, NC"
"Flow Buick GMC of Fayetteville","5264 Red Tip Rd, Fayetteville, NC 28314, USA","(910) 644-0966","http://www.flowfayettevillebuickgmc.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile","flowautofayetteville@eleadtrack.net","flowautofayetteville@eleadtrack.net","https://maps.google.com/?cid=10008803587139616961",4.5,1289,"Fayetteville, NC"
"Bleecker Buick GMC","926 E 4th Ave, Red Springs, NC 28377, USA","(910) 984-8234","http://www.bleeckergmsuperstore.com/","","","https://maps.google.com/?cid=11453244826047379801",4.5,1243,"Lumberton, NC"
"Hubert Vester Toyota","3712 Raleigh Rd Pkwy W, Wilson, NC 27896, USA","(252) 293-6508","https://www.hubertvestertoyota.com/","","","https://maps.google.com/?cid=1331137893368905679",4.5,1212,"Wilson, NC"
"Toyota of New Bern","5010 US-70, New Bern, NC 28560, USA","(252) 637-7200","https://www.toyotaofnewbern.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","","","https://maps.google.com/?cid=9869669626890231496",4.5,1189,"New Bern, NC"
"Crescent Ford, Inc.","100 Old Winston Rd, High Point, NC 27265, USA","(336) 869-2181","https://www.crescentfordinc.com/?utm_source=gmbsls&utm_medium=social&mcmid=gmbsls","","","https://maps.google.com/?cid=5699436235889001523",4.5,1175,"High Point, NC"
"Flow Honda of Burlington","2920 S Church St, Burlington, NC 27215, USA","(336) 584-4870","https://www.flowhondaburlington.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile","","","https://maps.google.com/?cid=9054354470308220517",4.5,1168,"Burlington, NC"
"CarMax","6030 Market St, Wilmington, NC 28405, USA","(910) 473-6300","https://www.carmax.com/stores/6022?utm_source=SEO_Local&utm_medium=SEO_Local_Snack_Pack&utm_campaign=SEO_NC&utm_content=SEO_Wilmington&utm_term=6022","","","https://maps.google.com/?cid=2847884014079494457",4.5,1132,"Wilmington, NC"
"Moore Buick GMC Truck, INC.","2445 N Marine Blvd, Jacksonville, NC 28546, USA","(910) 378-9949","https://www.moorebuick.com/","","","https://maps.google.com/?cid=12774441158381484197",4.5,1105,"Jacksonville, NC"
"Peterson Chrysler Jeep Dodge Ram","4395 Fayetteville Rd, Lumberton, NC 28358, USA","(910) 812-1851","https://www.petersonchryslerjeepdodgeram.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","","","https://maps.google.com/?cid=11755579976765051649",4.5,1022,"Lumberton, NC"
"Sanford Honda","3130 S Horner Blvd, Sanford, NC 27332, USA","(919) 888-4856","https://www.sanfordhonda.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_website%20","leads@sanfordhondasales.com","leads@sanfordhondasales.com","https://maps.google.com/?cid=9320333341785880740",4.5,1000,"Sanford, NC"
"Flow Nissan of Statesville","949 Folger Dr, Statesville, NC 28625, USA","(704) 872-8500","https://www.flownissanstatesville.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile","","","https://maps.google.com/?cid=3552515597427129492",4.5,991,"Statesville, NC"
"Harry's GMC","819 Patton Ave, Asheville, NC 28806, USA","(828) 348-7576","https://www.harrysonthehill.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_websitelink","","","https://maps.google.com/?cid=10058467532167612012",4.5,968,"Asheville, NC"
"Sanford Imports","1301 Douglas Dr, Sanford, NC 27330, USA","(919) 415-1220","https://www.sanfordimports.com/?utm_source=GoogleBusinessProfile&utm_medium=organic","leads@sanfordimportscrm.com","leads@sanfordimportscrm.com","https://maps.google.com/?cid=15857520669375346006",4.5,933,"Apex, NC"
"Hubert Vester Honda","3701 Raleigh Rd Pkwy W, Wilson, NC 27896, USA","(252) 294-9762","http://www.hubertvesterhonda.com/?utm_source=GMB%20listing&utm_medium=organic&utm_campaign=GMB%20organic","","","https://maps.google.com/?cid=16001164582296128731",4.5,854,"Wilson, NC"
"Johnson Hyundai of Wake Forest","11000 Capital Blvd, Wake Forest, NC 27587, USA","(984) 235-5088","https://www.johnsonhyundaiofwakeforest.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb+sales","sales@johnsonhyundaiwakeforest.edealerhub.com","sales@johnsonhyundaiwakeforest.edealerhub.com; accessibility@hmausa.com","https://maps.google.com/?cid=3719413311176620455",4.5,848,"Wake Forest, NC"
"Cosmo Motors, Inc.","545 12th St Dr NW, Hickory, NC 28601, USA","(828) 324-2444","http://www.cosmomotors.com/","","","https://maps.google.com/?cid=8371908095141397626",4.5,847,"Hickory, NC"
"BlueWater MotorSports","6757 Market St, Wilmington, NC 28405, USA","(910) 392-1882","http://www.bluewatermotorsports.com/","bluewaterbillys@gmail.com","bluewaterbillys@gmail.com","https://maps.google.com/?cid=10659540262861909392",4.5,828,"Wilmington, NC"
"Sport Durst Volkswagen of Jacksonville","2406 N Marine Blvd, Jacksonville, NC 28546, USA","(910) 938-1417","https://www.sportdurstvolkswagenofjacksonville.com/?utm_source=GoogleBusinessProfile&utm_medium=organic","leads@sportdurstjacksonville.com","leads@sportdurstjacksonville.com","https://maps.google.com/?cid=8968017933834424475",4.5,791,"Jacksonville, NC"
"Riverside Ford","101 E Main St, Havelock, NC 28532, USA","(252) 447-3177","https://www.riversidefordhavelock.com/","","","https://maps.google.com/?cid=1342728984303612765",4.5,781,"New Bern, NC"
"NextGear Motors","2501 Ratchford Dr, Raleigh, NC 27604, USA","(919) 300-0095","https://www.nextgearmotors.com/","","","https://maps.google.com/?cid=15027390344376417538",4.5,764,"Morrisville, NC"
"CarMax","601 Whitley Dr, Winterville, NC 28590, USA","(252) 215-5885","https://www.carmax.com/stores/6092?utm_source=SEO_Local&utm_medium=SEO_Local_Snack_Pack&utm_campaign=SEO_NC&utm_content=SEO_Greenville&utm_term=6092","","","https://maps.google.com/?cid=951907308889729511",4.5,761,"Greenville, NC"
"Elite Auto Sales","3804 Fayetteville Rd, Raleigh, NC 27603, USA","(919) 813-2775","https://www.eliteautoraleigh.com/","","","https://maps.google.com/?cid=5768453744002055698",4.5,665,"Raleigh, NC"
"Taz Auto Group","3590 NC-87 S, Sanford, NC 27332, USA","(919) 292-2626","https://tazautogroup.com/","","","https://maps.google.com/?cid=11920923957804781288",4.5,657,"Sanford, NC"
"Hendrick Luxury Auto Mall at Northlake","10720 Northlake Auto Plaza Blvd, Charlotte, NC 28269, USA","(866) 689-7871","https://www.hendrickcars.com/north-carolina/charlotte.htm?postalcode=28269&range=&franchise=&parentId=","david.clark@hendrickauto.com","david.clark@hendrickauto.com","https://maps.google.com/?cid=13308155035593182452",4.5,560,"Huntersville, NC"
"Doug Henry of Greenville, Inc.","3211 S Memorial Dr, Greenville, NC 27834, USA","(252) 321-3684","http://www.doughenrygreenville.com/","","","https://maps.google.com/?cid=11731559696514334112",4.5,552,"Greenville, NC"
"Matthews Motors Goldsboro","204 N Berkeley Blvd, Goldsboro, NC 27534, USA","(919) 234-7775","https://www.matthewsmotorsgoldsboro.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales","","","https://maps.google.com/?cid=3500130999617603895",4.5,550,"Goldsboro, NC"
"Lee Ford of Wilson","4170 Raleigh Rd Pkwy W, Wilson, NC 27896, USA","(252) 291-6000","https://www.leemotor.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","misty.bowen@leemotor.com","misty.bowen@leemotor.com","https://maps.google.com/?cid=3873700910604647937",4.5,547,"Wilson, NC"
"Down East Auto","4917 Raleigh Rd Pkwy W, Wilson, NC 27896, USA","(252) 220-5118","http://www.downeastautonc.com/","","","https://maps.google.com/?cid=156011257659459415",4.5,507,"Wilson, NC"
"All American Auto, Inc.","2410 Owen Dr, Fayetteville, NC 28306, USA","(910) 229-3150","http://allamericanautonc.com/","","","https://maps.google.com/?cid=7562345229005120085",4.5,488,"Fayetteville, NC"
"Joey Griffin Kia","3249 N Church St, Rocky Mount, NC 27804, USA","(252) 937-2222","https://www.joeygriffinkia.com/?utm_source=gmb&utm_medium=Yext&y_source=1_MTgwMjQzNjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","","","https://maps.google.com/?cid=9232735991199133618",4.5,447,"Rocky Mount, NC"
"Alta Auto Group","4349 Triple Crown Dr SW, Concord, NC 28027, USA","(704) 787-8102","http://www.altanc.com/","","","https://maps.google.com/?cid=17343950789945005921",4.5,442,"Concord, NC"
"Valley Auto World, Inc","3810 Sycamore Dairy Rd, Fayetteville, NC 28303, USA","(910) 613-6214","https://www.valleyautoworld.com/","","","https://maps.google.com/?cid=12931415719617497955",4.5,440,"Fayetteville, NC"
"AP Vintage Motors LLC","340 S Meeting St, Statesville, NC 28677, USA","(704) 230-1010","http://www.apvintagemotors.com/","","","https://maps.google.com/?cid=2686929499014139255",4.5,418,"Statesville, NC"
"Auto Kingdom","4901 Albemarle Rd, Charlotte, NC 28205, USA","(704) 412-7777","http://autokingdomllc.com/","","","https://maps.google.com/?cid=16128283444525435381",4.5,414,"Charlotte, NC"
"Auto Solutions of Greensboro LLC","2901 Patterson St, Greensboro, NC 27407, USA","(336) 288-7776","https://www.thecarsolution.com/","","","https://maps.google.com/?cid=6037838617776774693",4.5,405,"Greensboro, NC"
"LA Motors","2374 Springs Rd NE, Hickory, NC 28601, USA","(828) 855-9014","https://www.lamotorsnc.com/","","","https://maps.google.com/?cid=9174704544975701393",4.5,350,"Hickory, NC"
"Doug Henry Chevrolet GMC","8567 W Marlboro Rd, Farmville, NC 27828, USA","(252) 753-7700","https://www.doughenry.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_website","","","https://maps.google.com/?cid=5274929430270944246",4.5,349,"Wilson, NC"
"Black Buick GMC","809 Salisbury Rd, Statesville, NC 28677, USA","(877) 247-1481","https://www.blackbuickgmc.com/","","","https://maps.google.com/?cid=8739796143041370421",4.5,338,"Statesville, NC"
"ALM Hyundai Lumberton","4330 Kahn Dr, Lumberton, NC 28358, USA","(910) 212-6204","http://www.hyundailumberton.com/","","","https://maps.google.com/?cid=1461564536629628396",4.5,316,"Lumberton, NC"
"Southern States Pre-Owned","500 Creekside Dr, Raleigh, NC 27609, USA","(919) 833-5733","http://www.southernstatespreowned.net/","","","https://maps.google.com/?cid=15092708553721255302",4.5,264,"Raleigh, NC"
"Auto America - Cars for Everyone","4930 E Independence Blvd, Charlotte, NC 28212, USA","(704) 292-2886","https://www.myautoamerica.com/?utm_source=GBP&utm_medium=organic&utm_campaign=GMB_Post&utm_id=GMB&utm_content=eng","","","https://maps.google.com/?cid=2253725342000133670",4.5,224,"Charlotte, NC"
"Bob King Pre-Owned","5110 New Centre Dr, Wilmington, NC 28403, USA","(910) 799-3520","https://www.bobkinggmc.com/","sales@bobking.com","sales@bobking.com","https://maps.google.com/?cid=16912201471882727093",4.5,215,"Wilmington, NC"
"Taylor's Auto Sales","2327 Randleman Rd, Greensboro, NC 27406, USA","(336) 375-1880","http://www.taylorsautocredit.com/","","","https://maps.google.com/?cid=9051268979083171885",4.5,206,"Greensboro, NC"
"CTR Automotive Concord","2525 Zion Church Rd, Concord, NC 28025, USA","(704) 788-8998","https://www.ctrrepair.com/","dennis@ctrrepair.com","dennis@ctrrepair.com; jay@ctrrepair.com","https://maps.google.com/?cid=12012272075907599249",4.5,205,"Concord, NC"
"Gary's Auto Sales","2145 NC-172, Sneads Ferry, NC 28460, USA","(910) 327-3070","http://www.garysautosales.com/","","","https://maps.google.com/?cid=3344554121040851251",4.5,202,"Jacksonville, NC"
"Deacon Jones Chevrolet of La Grange","6595 US-70, La Grange, NC 28551, USA","(919) 432-4066","https://www.deaconjoneschevroletoflagrange.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_websitelink","","","https://maps.google.com/?cid=14627996767741723704",4.5,175,"Goldsboro, NC"
"Jones Automotive Group","1103 N Marine Blvd, Jacksonville, NC 28540, USA","(910) 378-7002","https://www.jonesautomotivenc.com/","","","https://maps.google.com/?cid=4781252472881631775",4.5,172,"Jacksonville, NC"
"El Jalisquillo Autos","788 Concord Pkwy N, Concord, NC 28027, USA","(704) 920-8200","https://www.eljalisquilloautos.com/","","","https://maps.google.com/?cid=885954445849972164",4.5,159,"Concord, NC"
"Prestige Auto Brokers LLC","5716 Louisburg Rd, Raleigh, NC 27616, USA","(919) 872-4557","https://www.prestigeautobrokersllc.com/","","","https://maps.google.com/?cid=15747846560717650393",4.5,159,"Wake Forest, NC"
"Pecheles Automotive","203 Greenville Blvd SE, Greenville, NC 27858, USA","(252) 756-1135","http://www.pechelescars.com/","","","https://maps.google.com/?cid=9050287309543526332",4.5,152,"Greenville, NC"
"Davenport Autopark","600-650 English Road Davenport, Honda and Davenport GMC, Rocky Mount, NC 27804, USA","(252) 937-7500","http://www.davenportauto.com/","","","https://maps.google.com/?cid=14571246865228564629",4.5,151,"Rocky Mount, NC"
"EMH Imports LLC","4203 W Hwy 74, Monroe, NC 28110, USA","(704) 941-9745","http://www.emhimportsllc.com/","","","https://maps.google.com/?cid=13718984815191511790",4.5,146,"Monroe, NC"
"Auto Network Of The Triad LLC","5730 Old Walkertown Rd, Walkertown, NC 27051, USA","(336) 754-4016","http://www.autonetworkoftriad.com/","blake@autonetworkoftriad.com","blake@autonetworkoftriad.com","https://maps.google.com/?cid=7466690624397813333",4.5,127,"Winston-Salem, NC"
"10orLess.com","2727 S Saunders St, Raleigh, NC 27603, USA","(919) 292-2118","https://www.10orless.com/","","","https://maps.google.com/?cid=17167773621972527846",4.5,120,"Morrisville, NC"
"ECars Auto Sales","5101 W Market St, Greensboro, NC 27409, USA","(336) 897-0077","http://www.ecarsautosales.com/","","","https://maps.google.com/?cid=9047141264973173292",4.5,112,"Greensboro, NC"
"Auto Sports","2570 Springs Rd NE, Hickory, NC 28601, USA","(828) 256-2155","http://www.autosportsinc.com/","","","https://maps.google.com/?cid=16489001719657143255",4.5,111,"Hickory, NC"
"UPTOWN AUTO SALES","3223 E Independence Blvd, Charlotte, NC 28205, USA","(704) 333-8550","http://uptownautosales.net/","","","https://maps.google.com/?cid=17598840776181956494",4.5,99,"Charlotte, NC"
"Valley Auto World Pre-Owned","3810 Sycamore Dairy Rd, Fayetteville, NC 28303, USA","(910) 613-6068","http://www.valleyautoworld.com/","","","https://maps.google.com/?cid=15587152418860040874",4.5,97,"Fayetteville, NC"
"Randy Marion Pre-Owned of Statesville","1011 Folger Dr, Statesville, NC 28625, USA","(980) 270-5444","https://www.randymarion.com/","","","https://maps.google.com/?cid=9935819664509386615",4.5,88,"Statesville, NC"
"Sanford Honda Select Used Cars","2910 S Horner Blvd, Sanford, NC 27332, USA","(919) 776-2309","http://www.sanfordselect.com/","","","https://maps.google.com/?cid=5884607819812178489",4.5,77,"Sanford, NC"
"MT Car Sales Inc","2306 US Hwy 70 W, Goldsboro, NC 27530, USA","(919) 650-9499","https://www.mtcarsales.com/","","","https://maps.google.com/?cid=11879808633669098387",4.5,72,"Goldsboro, NC"
"First Class Auto Choice LLC","4020 Patterson Ave, Winston-Salem, NC 27105, USA","(336) 893-7374","http://firstclassautochoice.com/","","","https://maps.google.com/?cid=7726314260146779953",4.5,71,"Winston-Salem, NC"
"Payless Motor Sales","454 S Church St, Burlington, NC 27215, USA","(336) 324-9657","http://www.paylessmotorsalesnc.com/","","","https://maps.google.com/?cid=12109291731610266742",4.5,69,"Burlington, NC"
"Bluegate Motors","5501 Cornwallis Rd, Garner, NC 27529, USA","(919) 243-1961","http://bluegatemotorsnc.com/","","","https://maps.google.com/?cid=6489442496071313334",4.5,69,"Garner, NC"
"Sanford Auto Brokers LLC","1803 Keller-Andrews Rd, Sanford, NC 27330, USA","(919) 708-5443","http://www.durabuiltsanford.com/","sales@durabuiltsanford.com","sales@durabuiltsanford.com; sales@sanfordautobrokers.com; hallmans2nations@gmail.com; prebuiltstructures@gmail.com; itgarciasanchez@gmail.com; buildingvillage@yahoo.com; sanfordautobrokersllc@gmail.com; stritefamily@emypeople.net; nathanbeachandme@gmail.com; rickodomjr@cs.com; zchhoward@gmail.com","https://maps.google.com/?cid=13456887812288737262",4.5,64,"Sanford, NC"
"Salisbury Motor Company","700 W Innes St, Salisbury, NC 28144, USA","(704) 636-1341","http://www.salisburymotorcompany.com/","","","https://maps.google.com/?cid=14508521463074196176",4.5,62,"Salisbury, NC"
"Beaver's Pre-Owned Honda","2060 Deal Rd, Mooresville, NC 28115, USA","(704) 932-8690","http://www.beaverscarsalvage.com/","sales@beaverscarsalvage.com","sales@beaverscarsalvage.com","https://maps.google.com/?cid=16090656329434692077",4.5,50,"Mooresville, NC"
"Team LJ Auto Sales","2619 Old North Sharon Amity Rd, Charlotte, NC 28205, USA","(980) 213-9286","http://teamljautos.com/","teamljautosales@gmail.com","teamljautosales@gmail.com","https://maps.google.com/?cid=14164651000847286388",4.5,48,"Monroe, NC"
"Advantage Auto & Truck Sales","1607 Hickory Grove Rd, Gastonia, NC 28056, USA","(704) 827-8484","https://www.advantageautoandtrucksales.com/","","","https://maps.google.com/?cid=15601495177354515271",4.5,44,"Gastonia, NC"
"Massi Motors Durham","3314 N Roxboro St, Durham, NC 27704, USA","(919) 237-1903","http://www.massimotorsdurham.com/","","","https://maps.google.com/?cid=4057404991841286441",4.5,41,"Durham, NC"
"Jack's Used Cars LLC","1009 N Church St, Rocky Mount, NC 27804, USA","(252) 977-3333","http://www.jacksusedcarsllc.com/","legendfiftyone@gmail.com","legendfiftyone@gmail.com","https://maps.google.com/?cid=7774184257584612575",4.5,35,"Rocky Mount, NC"
"Rich Automotive Inc","1127 Eastchester Dr, High Point, NC 27265, USA","(336) 331-5882","http://richautomotive.com/","","","https://maps.google.com/?cid=9070515141658553553",4.5,30,"High Point, NC"
"Robert Sutton Motors","1905 N Berkeley Blvd, Goldsboro, NC 27534, USA","(919) 778-4948","http://www.robertsuttonmotors.com/","","","https://maps.google.com/?cid=11720154948815681661",4.5,22,"Goldsboro, NC"
"Drive Max Used Cars","6210 Old US Hwy 70 W, New Bern, NC 28562, USA","(252) 515-4389","http://www.drivemaxusedcars.com/","kyle@newberncars.com","kyle@newberncars.com","https://maps.google.com/?cid=1369366735310569772",4.5,22,"New Bern, NC"
"DC Motors","10935 E Independence Blvd, Matthews, NC 28105, USA","(704) 246-6635","http://www.dcmotorsnc.com/","","","https://maps.google.com/?cid=15902224281768143188",4.5,22,"Matthews, NC"
"JG Auto Sales LLC.","804 W M.L.K. Jr Dr, High Point, NC 27262, USA","(336) 991-1914","https://jgautosalesnc.com/","","","https://maps.google.com/?cid=723875962760594629",4.5,21,"High Point, NC"
"Nassar Auto Group LLC","923 N Cannon Blvd, Kannapolis, NC 28083, USA","(704) 298-0300","https://www.nassarautogroup.com/","","","https://maps.google.com/?cid=5351212506250585863",4.5,11,"Kannapolis, NC"
"Moore Motor Company INC","5975 S Main St, Salisbury, NC 28147, USA","(704) 925-9377","http://www.moore-motors.com/","mooremotors@outlook.com","mooremotors@outlook.com; wesleymoore@live.com","https://maps.google.com/?cid=10538799799777812476",4.5,8,"Salisbury, NC"
"Fred Anderson Toyota of Asheville","777 Brevard Rd, Asheville, NC 28806, USA","(828) 633-4340","https://www.ashevilletoyota.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales","","","https://maps.google.com/?cid=12994142630598524711",4.4,5793,"Asheville, NC"
"Capital Chevrolet","9820 Capital Blvd, Wake Forest, NC 27587, USA","(919) 261-3782","https://www.capitalchevrolet.com/?utm_source=gmb&utm_medium=organic&utm_campaign=website-button","","","https://maps.google.com/?cid=16345493264896760703",4.4,5062,"Wake Forest, NC"
"Capital Ford","4900 Capital Blvd, Raleigh, NC 27616, USA","(919) 823-7018","https://capitalford.com/?utm_source=gmb&utm_medium=organic&utm_campaign=website-button","","","https://maps.google.com/?cid=3367998289272616640",4.4,3395,"Raleigh, NC"
"Johnson Hyundai of Apex","1405 Vision Dr, Apex, NC 27523, USA","(919) 439-2059","https://www.johnsonhyundaiofapex.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales","accessibility@hmausa.com","accessibility@hmausa.com; johnsonhyundaicary@eleadtrack.net","https://maps.google.com/?cid=17793842548290420356",4.4,3304,"Apex, NC"
"Lumberton Kia","5035 Dawn Dr, Lumberton, NC 28360, USA","(910) 739-2405","http://www.kiaoflumberton.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_website","","","https://maps.google.com/?cid=14044930426867560574",4.4,3135,"Lumberton, NC"
"Randy Marion Chevrolet Cadillac","220 W Plaza Dr, Mooresville, NC 28117, USA","(704) 659-0023","http://www.randymarionchevy.net/?utm_source=GMBListing&utm_medium=organic&utm_campaign=googlebusinessprofile","","","https://maps.google.com/?cid=1048154717788282407",4.4,3024,"Mooresville, NC"
"Huntersville Ford","13825 Statesville Rd, Huntersville, NC 28078, USA","(704) 675-7402","https://www.huntersvilleford.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales","","","https://maps.google.com/?cid=4607654396076308395",4.4,2848,"Huntersville, NC"
